306.52,10768,1681.09,1428.2,2395.31,1299.17,79.8809,37.2325,15194,110.18
304.39,10960,5418.48,2532.79,3675.5,1368.01,88.8017,94.0826,15786.8,109.82
304.41,11024,1515.37,1419.46,2428.27,1371.55,82.4046,36.1002,12716.7,110.14
304.40,10864,4617.32,1727.28,3704.81,1354.84,45.5709,94.414,15089.5,110.01
304.39,11184,1576.48,1436.87,2523.96,1357.08,82.596,35.3778,15258.4,110.15
304.40,11008,4575.19,1644.14,3708.05,1354.17,47.1108,94.2565,13082.7,109.96
304.40,10960,1515.42,1399.28,2457.96,1368.79,82.7223,35.8842,12486.1,110.16
304.40,10944,4591.45,1566.87,3707.68,1362.3,49.4941,94.3408,14092.5,109.62
304.39,10704,1547.97,1397.5,2526.18,1357.86,82.6356,35.5105,12537,110.23
304.42,10720,4555.93,1638.24,3703.93,1368.44,48.8701,94.2072,12231.3,110.05
304.40,10992,1542.7,1480.2,2479.53,1333.32,81.4286,35.2629,14962.7,110.23
304.38,11120,4649.73,1650.54,3705.08,1360.77,54.6785,94.2479,12636.9,109.99
304.35,10976,1639.35,1557.15,2583.12,1354.9,83.8563,34.9253,15764.5,110.15
304.39,11056,4690.12,1679.27,3705.91,1335,63.3627,94.2503,14486.3,110.03
304.41,10976,1519.01,1425.53,2413.67,1359.56,84.1381,36.2064,13136.7,110.21
304.32,10976,4816.92,1807.13,3703.9,1337.56,61.8024,94.3191,15693,109.88
304.36,11088,1603.02,1450.91,2656.24,1341.29,81.8429,34.4704,15596.7,110.21
304.41,11040,4609.06,1713.44,3703.06,1366.31,47.6665,94.3484,15365.3,110.01
304.37,11056,1504.23,1409.77,2391.41,1345.31,82.8948,36.508,14523.9,110.09
304.33,10784,4600.33,1802.8,3705.74,1337.58,44.7677,94.3248,15696.5,110.08
304.36,11168,1439.82,1446.72,2259.85,1343.31,82.2267,36.876,15407.8,110.18
304.32,10784,4582.58,1569.69,3708.83,1356.22,48.3242,94.3782,14791.8,109.88
304.35,10992,1481.35,1412.69,2404.5,1356.05,83.535,36.1987,15525.4,110.12
304.33,10768,4794.22,1923.51,3707.04,1352.31,54.8749,94.4384,15372.1,109.94
304.42,11120,1655.62,1536.24,2514.15,1348.73,84.031,35.9034,15365.1,110.04
304.35,11008,4848.32,1871.52,3702.27,1354.14,55.0143,94.353,15553,109.88
304.43,11184,1507.09,1411.11,2408.23,1356.55,82.7897,36.5229,13885.1,110.22
304.32,11184,4654.37,1718.63,3706.84,1340.09,49.667,94.2012,14802.3,110.06
304.42,10944,1524.27,1420.43,2490.49,1338.59,82.7172,35.3459,15087,110.19
304.35,10992,4561.22,1628.01,3706.22,1365.72,47.852,94.2878,12323.3,109.96
