304.40,11104,1553.89,1430.58,2424.23,1345.85,80.7179,35.3774,14319.9,110.21
304.44,10704,4579.19,1667.59,3704.29,1350.36,46.1184,93.7482,13269.2,110.13
304.40,10928,1534.89,1405.61,2522.48,1343.78,80.9488,34.7824,13928.8,110.19
304.38,11088,4558.8,1741.26,3704.16,1352.57,47.0239,93.6463,12806.8,110.16
304.40,11024,1611.18,1557.04,2422.88,1349.03,83.7507,35.9973,13665.5,110.06
304.34,11008,4534.06,1608.25,3705.02,1349.58,47.3462,93.7722,12926.8,110.04
304.39,10960,1582.59,1431.84,2446.61,1346.21,80.3083,36.696,14241.5,110.19
304.37,10528,4525.02,1644.13,3704.83,1350.72,46.6412,93.6709,13080.7,110.13
304.36,11264,1529.74,1462.06,2459.03,1359.39,81.0797,36.5467,14036.8,110.11
304.37,10944,4710.13,2013.12,3704.55,1351.15,55.4627,93.8235,13247.5,109.96
