309.24,10944,2185.53,1421.25,2970.32,1300.71,79.6543,39.2826,13906.2,109.96
304.41,10784,4613.39,1689.31,3702.68,1273.34,46.6454,94.006,10109.9,106.95
304.47,11088,1712.89,1422.18,2623.29,1353.81,81.9089,38.7657,15428.8,110.10
304.51,11248,5023.78,1889.63,3701.1,1365.54,59.9138,94.1842,13122,109.76
304.54,11152,1766.59,1456.97,2675.62,1366.21,81.2414,38.826,13780.4,110.25
304.46,11248,4782.82,1745.91,3701.53,1364.57,48.4944,94.2092,13434.1,109.98
304.46,10928,1808.6,1400.31,2784.81,1361.64,82.0135,38.1542,13796.8,110.15
304.51,11088,4727.51,1759.64,3701.63,1356.43,44.7672,94.1633,13054.9,110.02
304.44,10720,1709.38,1416.97,2624.18,1363.81,82.6487,38.4979,15431.1,110.18
304.54,10704,4739.36,1658.87,3701.84,1361.01,49.439,94.1672,12924.6,110.05
